公司代码,公司简称,发函日期,函件类别,函件内容,公司回复
2418.0,康盛股份,2020-2-24,关注函,LSD00241852462.pdf,LSD002418524622925HF.pdf
16.0,深康佳Ａ,2020-2-23,关注函,CDD00001656653.pdf,CDD000016566531724HF.pdf
2589.0,瑞康医药,2020-2-21,关注函,LSD00258952453.pdf,LSD002589524532942HF.pdf
2822.0,中装建设,2020-2-21,许可类重组问询函,LSD00282252423.pdf,LSD002822524232944HF.pdf
2364.0,中恒电气,2020-2-20,关注函,LSD00236452448.pdf,LSD002364524482927HF.pdf
2685.0,华东重机,2020-2-20,关注函,LSD00268552442.pdf,LSD002685524422920HF.pdf
2613.0,北玻股份,2020-2-20,关注函,LSD00261352429.pdf,LSD002613524292923HF.pdf
2581.0,未名医药,2020-2-20,关注函,LSD00258152420.pdf,LSD002581524202945HF.pdf
2432.0,九安医疗,2020-2-19,关注函,LSD00243252427.pdf,LSD002432524272924HF.pdf
2082.0,万邦德,2020-2-18,关注函,LSD00208252421.pdf,LSD002082524212919HF.pdf
2681.0,奋达科技,2020-2-18,关注函,LSD00268152416.pdf,LSD002681524162926HF.pdf
2569.0,*ST步森,2020-2-18,关注函,LSD00256952400.pdf,LSD002569524002922HF.pdf
2668.0,奥马电器,2020-2-14,关注函,LSD00266852377.pdf,LSD002668523772921HF.pdf
2822.0,中装建设,2020-2-14,问询函,LSD00282252375.pdf,LSD002822523752912HF.pdf
38.0,深大通,2020-2-14,关注函,CDD00003856612.pdf,CDD000038566121723HF.pdf
2622.0,融钰集团,2020-2-13,关注函,LSD00262252370.pdf,LSD002622523702939HF.pdf
2681.0,奋达科技,2020-2-12,关注函,LSD00268152359.pdf,LSD002681523592913HF.pdf
2086.0,ST东海洋,2020-2-12,关注函,LSD00208652332.pdf,LSD002086523322979HF.pdf
2498.0,汉缆股份,2020-2-12,关注函,LSD00249852349.pdf,LSD002498523492911HF.pdf
890.0,法 尔 胜,2020-2-11,非许可类重组问询函,CDD00089056603.pdf,CDD000890566031732HF.pdf
2757.0,南兴股份,2020-2-10,关注函,LSD00275752337.pdf,LSD002757523372933HF.pdf
2411.0,延安必康,2020-2-7,关注函,LSD00241152322.pdf,LSD002411523222904HF.pdf
2356.0,*ST赫美,2020-2-6,关注函,LSD00235652306.pdf,LSD002356523062951HF.pdf
2326.0,永太科技,2020-2-6,关注函,LSD00232652276.pdf,LSD002326522762900HF.pdf
2308.0,威创股份,2020-2-6,关注函,LSD00230852309.pdf,LSD002308523092909HF.pdf
662.0,天夏智慧,2020-2-5,关注函,CDD00066256584.pdf,
676.0,智度股份,2020-2-5,关注函,CDD00067656582.pdf,CDD000676565821715HF.pdf
697.0,炼石航空,2020-2-5,关注函,CDD00069756577.pdf,CDD000697565771720HF.pdf
2254.0,泰和新材,2020-2-5,许可类重组问询函,LSD00225452256.pdf,LSD002254522562901HF.pdf
803.0,金宇车城,2020-2-5,许可类重组问询函,CDD00080356573.pdf,CDD000803565731721HF.pdf
2491.0,通鼎互联,2020-2-5,关注函,LSD00249152289.pdf,LSD002491522892914HF.pdf
892.0,欢瑞世纪,2020-2-3,关注函,CDD00089256557.pdf,CDD000892565571717HF.pdf
606.0,顺利办,2020-2-2,关注函,CDD00060656562.pdf,CDD000606565621719HF.pdf
802.0,北京文化,2020-2-2,关注函,CDD00080256564.pdf,CDD000802565641718HF.pdf
981.0,ST银亿,2020-2-1,关注函,CDD00098156561.pdf,CDD000981565611734HF.pdf
2663.0,普邦股份,2020-1-23,关注函,LSD00266352227.pdf,LSD002663522272918HF.pdf
2147.0,ST新光,2020-1-23,关注函,LSD00214752223.pdf,LSD002147522232947HF.pdf
2005.0,*ST德豪,2020-1-23,关注函,LSD00200552224.pdf,LSD002005522242899HF.pdf
2447.0,晨鑫科技,2020-1-23,关注函,LSD00244752214.pdf,LSD002447522142938HF.pdf
2359.0,*ST北讯,2020-1-23,关注函,LSD00235952220.pdf,LSD002359522202897HF.pdf
2176.0,江特电机,2020-1-23,关注函,LSD00217652222.pdf,LSD002176522222952HF.pdf
2219.0,恒康医疗,2020-1-23,关注函,LSD00221952210.pdf,LSD002219522102907HF.pdf
2501.0,*ST利源,2020-1-23,关注函,LSD00250152226.pdf,LSD002501522262941HF.pdf
2719.0,麦趣尔,2020-1-23,关注函,LSD00271952228.pdf,LSD002719522283435HF.pdf
2426.0,胜利精密,2020-1-23,关注函,LSD00242652169.pdf,LSD002426521692902HF.pdf
2069.0,獐子岛,2020-1-23,关注函,LSD00206952216.pdf,LSD002069522163061HF.pdf
2247.0,聚力文化,2020-1-23,关注函,LSD00224752213.pdf,LSD002247522132968HF.pdf
687.0,华讯方舟,2020-1-22,关注函,CDD00068756544.pdf,CDD000687565441712HF.pdf
409.0,ST地矿,2020-1-22,关注函,CDD00040956543.pdf,CDD000409565431710HF.pdf
662.0,天夏智慧,2020-1-22,关注函,CDD00066256551.pdf,
637.0,茂化实华,2020-1-22,关注函,CDD00063756505.pdf,
818.0,航锦科技,2020-1-22,关注函,CDD00081856519.pdf,CDD000818565191708HF.pdf
509.0,华塑控股,2020-1-22,关注函,CDD00050956531.pdf,CDD000509565311722HF.pdf
758.0,中色股份,2020-1-22,关注函,CDD00075856540.pdf,CDD000758565401711HF.pdf
2121.0,科陆电子,2020-1-22,关注函,LSD00212152195.pdf,LSD002121521952987HF.pdf
980.0,众泰汽车,2020-1-22,关注函,CDD00098056521.pdf,CDD000980565211726HF.pdf
2517.0,恺英网络,2020-1-22,关注函,LSD00251752205.pdf,LSD002517522052906HF.pdf
2005.0,*ST德豪,2020-1-22,关注函,LSD00200552196.pdf,LSD002005521962890HF.pdf
701.0,厦门信达,2020-1-22,关注函,CDD00070156532.pdf,CDD000701565321713HF.pdf
892.0,欢瑞世纪,2020-1-22,关注函,CDD00089256539.pdf,CDD000892565391716HF.pdf
2657.0,中科金财,2020-1-22,关注函,LSD00265752194.pdf,LSD002657521942894HF.pdf
2280.0,联络互动,2020-1-22,关注函,LSD00228052202.pdf,LSD002280522022903HF.pdf
2760.0,凤形股份,2020-1-22,关注函,LSD00276052187.pdf,LSD002760521872895HF.pdf
2656.0,ST摩登,2020-1-22,关注函,LSD00265652180.pdf,
2113.0,ST天润,2020-1-21,关注函,LSD00211352175.pdf,LSD002113521752915HF.pdf
2584.0,西陇科学,2020-1-21,关注函,LSD00258452185.pdf,LSD002584521852883HF.pdf
2359.0,*ST北讯,2020-1-21,关注函,LSD00235952174.pdf,LSD002359521742885HF.pdf
2157.0,正邦科技,2020-1-21,关注函,LSD00215752150.pdf,LSD002157521502931HF.pdf
2072.0,*ST凯瑞,2020-1-21,关注函,LSD00207252135.pdf,
2297.0,博云新材,2020-1-20,关注函,LSD00229752166.pdf,LSD002297521662910HF.pdf
2739.0,万达电影,2020-1-20,关注函,LSD00273952154.pdf,LSD002739521542887HF.pdf
2261.0,拓维信息,2020-1-20,关注函,LSD00226152147.pdf,LSD002261521472892HF.pdf
2581.0,未名医药,2020-1-20,关注函,LSD00258152131.pdf,LSD002581521312917HF.pdf
2681.0,奋达科技,2020-1-17,关注函,LSD00268152127.pdf,LSD002681521272891HF.pdf
7.0,全新好,2020-1-17,关注函,CDD00000756504.pdf,CDD000007565041709HF.pdf
2548.0,金新农,2020-1-16,关注函,LSD00254852104.pdf,LSD002548521042930HF.pdf
2637.0,赞宇科技,2020-1-16,关注函,LSD00263752106.pdf,LSD002637521062896HF.pdf
2247.0,聚力文化,2020-1-16,关注函,LSD00224752096.pdf,LSD002247520963188HF.pdf
2848.0,高斯贝尔,2020-1-16,关注函,LSD00284852045.pdf,LSD002848520452888HF.pdf
662.0,天夏智慧,2020-1-16,关注函,CDD00066256502.pdf,
662.0,天夏智慧,2020-1-15,关注函,CDD00066256492.pdf,CDD000662564921725HF.pdf
2509.0,天广中茂,2020-1-15,关注函,LSD00250951983.pdf,LSD002509519832884HF.pdf
40.0,东旭蓝天,2020-1-15,关注函,CDD00004056402.pdf,CDD000040564021859HF.pdf
413.0,东旭光电,2020-1-15,关注函,CDD00041356406.pdf,
2547.0,春兴精工,2020-1-14,关注函,LSD00254752058.pdf,LSD002547520582881HF.pdf
2370.0,亚太药业,2020-1-14,关注函,LSD00237052043.pdf,LSD002370520432876HF.pdf
2151.0,北斗星通,2020-1-14,关注函,LSD00215152035.pdf,LSD002151520352879HF.pdf
2124.0,天邦股份,2020-1-14,关注函,LSD00212452041.pdf,LSD002124520412878HF.pdf
792.0,*ST盐湖,2020-1-13,关注函,CDD00079256465.pdf,CDD000792564651700HF.pdf
2524.0,光正集团,2020-1-13,非许可类重组问询函,LSD00252452013.pdf,LSD002524520132905HF.pdf
2783.0,凯龙股份,2020-1-10,关注函,LSD00278352028.pdf,LSD002783520282882HF.pdf
2684.0,*ST猛狮,2020-1-10,关注函,LSD00268452017.pdf,LSD002684520172940HF.pdf
2650.0,加加食品,2020-1-10,关注函,LSD00265051937.pdf,LSD002650519372929HF.pdf
2069.0,獐子岛,2020-1-9,关注函,LSD00206952012.pdf,LSD002069520123060HF.pdf
700.0,模塑科技,2020-1-9,关注函,CDD00070056458.pdf,
2700.0,新疆浩源,2020-1-8,关注函,LSD00270051999.pdf,LSD002700519992867HF.pdf
611.0,*ST天首,2020-1-8,关注函,CDD00061156447.pdf,CDD000611564471702HF.pdf
616.0,海航投资,2020-1-7,关注函,CDD00061656438.pdf,CDD000616564381707HF.pdf
2937.0,兴瑞科技,2020-1-7,关注函,LSD00293751988.pdf,LSD002937519882851HF.pdf
2793.0,东音股份,2020-1-7,关注函,LSD00279351962.pdf,LSD002793519622872HF.pdf
2323.0,ST百特,2020-1-7,关注函,LSD00232351974.pdf,LSD002323519742863HF.pdf
2076.0,雪 莱 特,2020-1-7,关注函,LSD00207651965.pdf,LSD002076519652858HF.pdf
971.0,*ST高升,2020-1-6,关注函,CDD00097156428.pdf,CDD000971564281703HF.pdf
2476.0,宝莫股份,2020-1-6,关注函,LSD00247651961.pdf,LSD002476519612873HF.pdf
2578.0,闽发铝业,2020-1-6,关注函,LSD00257851959.pdf,LSD002578519592971HF.pdf
2168.0,惠程科技,2020-1-6,关注函,LSD00216851960.pdf,LSD002168519602850HF.pdf
587.0,金洲慈航,2020-1-6,关注函,CDD00058756430.pdf,CDD000587564301699HF.pdf
760.0,*ST斯太,2020-1-5,关注函,CDD00076056419.pdf,CDD000760564191701HF.pdf
2069.0,獐子岛,2020-1-3,关注函,LSD00206951952.pdf,LSD002069519523059HF.pdf
2515.0,金字火腿,2020-1-3,关注函,LSD00251551951.pdf,LSD002515519512854HF.pdf
2259.0,*ST升达,2020-1-3,关注函,LSD00225951940.pdf,LSD002259519402898HF.pdf
2370.0,亚太药业,2020-1-3,关注函,LSD00237051933.pdf,LSD002370519332865HF.pdf
2581.0,未名医药,2020-1-3,关注函,LSD00258151913.pdf,LSD002581519132916HF.pdf
571.0,*ST大洲,2020-1-3,关注函,CDD00057156401.pdf,CDD000571564011731HF.pdf
2427.0,*ST尤夫,2020-1-2,关注函,LSD00242751927.pdf,LSD002427519272877HF.pdf
2089.0,*ST新海,2020-1-2,关注函,LSD00208951926.pdf,LSD002089519262859HF.pdf
2483.0,润邦股份,2020-1-2,问询函,LSD00248351910.pdf,LSD002483519102868HF.pdf
2514.0,宝馨科技,2020-1-2,问询函,LSD00251451909.pdf,LSD002514519092852HF.pdf
2072.0,*ST凯瑞,2020-1-1,关注函,LSD00207251917.pdf,LSD002072519172959HF.pdf
2217.0,合力泰,2019-12-31,关注函,LSD00221751914.pdf,LSD002217519142855HF.pdf
918.0,嘉凯城,2019-12-31,关注函,CDD00091856377.pdf,CDD000918563771695HF.pdf
2586.0,ST围海,2019-12-31,关注函,LSD00258651879.pdf,LSD002586518792857HF.pdf
2072.0,*ST凯瑞,2019-12-31,关注函,LSD00207251901.pdf,
2260.0,*ST德奥,2019-12-30,关注函,LSD00226051899.pdf,LSD002260518992856HF.pdf
426.0,兴业矿业,2019-12-30,关注函,CDD00042656376.pdf,CDD000426563761696HF.pdf
2766.0,*ST索菱,2019-12-30,关注函,LSD00276651881.pdf,LSD002766518812875HF.pdf
2740.0,爱迪尔,2019-12-30,关注函,LSD00274051893.pdf,LSD002740518932853HF.pdf
2723.0,金莱特,2019-12-30,关注函,LSD00272351886.pdf,
536.0,华映科技,2019-12-30,关注函,CDD00053656375.pdf,CDD000536563751705HF.pdf
576.0,广东甘化,2019-12-29,关注函,CDD00057656371.pdf,CDD000576563711698HF.pdf
2341.0,新纶科技,2019-12-27,关注函,LSD00234151841.pdf,LSD002341518412862HF.pdf
2354.0,天神娱乐,2019-12-27,问询函,LSD00235451833.pdf,LSD002354518332849HF.pdf
2170.0,芭田股份,2019-12-27,关注函,LSD00217051855.pdf,LSD002170518552848HF.pdf
2072.0,*ST凯瑞,2019-12-27,关注函,LSD00207251856.pdf,LSD002072518562874HF.pdf
2291.0,星期六,2019-12-27,关注函,LSD00229151850.pdf,LSD002291518502846HF.pdf
829.0,天音控股,2019-12-26,关注函,CDD00082956369.pdf,CDD000829563691689HF.pdf
2370.0,亚太药业,2019-12-26,关注函,LSD00237051808.pdf,LSD002370518082864HF.pdf
2638.0,勤上股份,2019-12-26,关注函,LSD00263851817.pdf,
2089.0,*ST新海,2019-12-26,关注函,LSD00208951819.pdf,LSD002089518192886HF.pdf
422.0,ST宜化,2019-12-26,关注函,CDD00042256349.pdf,CDD000422563491691HF.pdf
707.0,ST双环,2019-12-26,关注函,CDD00070756354.pdf,CDD000707563541690HF.pdf
955.0,欣龙控股,2019-12-26,关注函,CDD00095556347.pdf,CDD000955563471694HF.pdf
803.0,金宇车城,2019-12-25,关注函,CDD00080356360.pdf,CDD000803563601693HF.pdf
620.0,新华联,2019-12-25,问询函,CDD00062056350.pdf,CDD000620563501692HF.pdf
2072.0,*ST凯瑞,2019-12-24,关注函,LSD00207251803.pdf,LSD002072518032839HF.pdf
2175.0,*ST东网,2019-12-24,关注函,LSD00217551796.pdf,LSD002175517962841HF.pdf
2723.0,金莱特,2019-12-24,关注函,LSD00272351777.pdf,
506.0,中润资源,2019-12-24,关注函,CDD00050656327.pdf,CDD000506563271697HF.pdf
2696.0,百洋股份,2019-12-24,关注函,LSD00269651786.pdf,LSD002696517862835HF.pdf
1979.0,招商蛇口,2019-12-24,非许可类重组问询函,CDD00197956339.pdf,CDD001979563391684HF.pdf
2464.0,众应互联,2019-12-24,关注函,LSD00246451775.pdf,LSD002464517752860HF.pdf
2247.0,聚力文化,2019-12-23,关注函,LSD00224751785.pdf,LSD002247517852866HF.pdf
2760.0,凤形股份,2019-12-23,关注函,LSD00276051776.pdf,LSD002760517762837HF.pdf
2282.0,博深股份,2019-12-23,许可类重组问询函,LSD00228251669.pdf,LSD002282516692842HF.pdf
911.0,*ST 南糖,2019-12-22,关注函,CDD00091156332.pdf,CDD000911563321682HF.pdf
2586.0,ST围海,2019-12-20,关注函,LSD00258651770.pdf,LSD002586517702829HF.pdf
564.0,供销大集,2019-12-20,关注函,CDD00056456330.pdf,CDD000564563301687HF.pdf
2072.0,*ST凯瑞,2019-12-20,关注函,LSD00207251762.pdf,LSD002072517622840HF.pdf
2464.0,众应互联,2019-12-20,关注函,LSD00246451763.pdf,LSD002464517632861HF.pdf
663.0,永安林业,2019-12-20,关注函,CDD00066356331.pdf,CDD000663563311681HF.pdf
2021.0,*ST中捷,2019-12-20,关注函,LSD00202151756.pdf,LSD002021517562833HF.pdf
2367.0,康力电梯,2019-12-20,问询函,LSD00236751737.pdf,LSD002367517372832HF.pdf
2009.0,天奇股份,2019-12-20,问询函,LSD00200951751.pdf,LSD002009517512831HF.pdf
981.0,ST银亿,2019-12-19,关注函,CDD00098156299.pdf,CDD000981562991714HF.pdf
2719.0,麦趣尔,2019-12-19,关注函,LSD00271951745.pdf,LSD002719517453481HF.pdf
2684.0,*ST猛狮,2019-12-18,关注函,LSD00268451739.pdf,LSD002684517392937HF.pdf
2629.0,*ST仁智,2019-12-18,关注函,LSD00262951735.pdf,LSD002629517352830HF.pdf
2217.0,合力泰,2019-12-18,关注函,LSD00221751734.pdf,LSD002217517342825HF.pdf
937.0,冀中能源,2019-12-18,关注函,CDD00093756308.pdf,CDD000937563081680HF.pdf
422.0,ST宜化,2019-12-18,关注函,CDD00042256306.pdf,CDD000422563061679HF.pdf
68.0,华控赛格,2019-12-17,关注函,CDD00006856302.pdf,CDD000068563021676HF.pdf
996.0,中国中期,2019-12-17,关注函,CDD00099656301.pdf,CDD000996563011685HF.pdf
2069.0,獐子岛,2019-12-17,关注函,LSD00206951726.pdf,LSD002069517263058HF.pdf
2529.0,海源复材,2019-12-17,关注函,LSD00252951708.pdf,LSD002529517082843HF.pdf
2502.0,鼎龙文化,2019-12-17,关注函,LSD00250251693.pdf,LSD002502516932834HF.pdf
426.0,兴业矿业,2019-12-17,关注函,CDD00042656292.pdf,CDD000426562921675HF.pdf
2668.0,奥马电器,2019-12-16,问询函,LSD00266851681.pdf,LSD002668516812824HF.pdf
518.0,四环生物,2019-12-16,关注函,CDD00051856288.pdf,CDD000518562881678HF.pdf
2830.0,名雕股份,2019-12-16,问询函,LSD00283051674.pdf,LSD002830516742822HF.pdf
2118.0,紫鑫药业,2019-12-16,关注函,LSD00211851692.pdf,LSD002118516922823HF.pdf
2586.0,ST围海,2019-12-16,关注函,LSD00258651690.pdf,LSD002586516902818HF.pdf
2337.0,赛象科技,2019-12-16,关注函,LSD00233751671.pdf,LSD002337516712838HF.pdf
7.0,全新好,2019-12-15,关注函,CDD00000756284.pdf,CDD000007562841672HF.pdf
962.0,东方钽业,2019-12-15,关注函,CDD00096256285.pdf,CDD000962562851673HF.pdf
2418.0,康盛股份,2019-12-13,关注函,LSD00241851670.pdf,LSD002418516702821HF.pdf
690.0,宝新能源,2019-12-13,关注函,CDD00069056273.pdf,CDD000690562731674HF.pdf
707.0,ST双环,2019-12-13,关注函,CDD00070756277.pdf,CDD000707562771670HF.pdf
589.0,贵州轮胎,2019-12-11,关注函,CDD00058956242.pdf,CDD000589562421688HF.pdf
571.0,*ST大洲,2019-12-10,关注函,CDD00057156265.pdf,CDD000571562651671HF.pdf
2247.0,聚力文化,2019-12-10,关注函,LSD00224751650.pdf,LSD002247516502820HF.pdf
2247.0,聚力文化,2019-12-10,关注函,LSD00224751640.pdf,LSD002247516402819HF.pdf
737.0,ST南风,2019-12-10,关注函,CDD00073756258.pdf,CDD000737562581686HF.pdf
2309.0,中利集团,2019-12-10,关注函,LSD00230951621.pdf,LSD002309516212815HF.pdf
835.0,长城动漫,2019-12-10,关注函,CDD00083556264.pdf,CDD000835562641706HF.pdf
564.0,供销大集,2019-12-10,关注函,CDD00056456240.pdf,
673.0,当代东方,2019-12-10,关注函,CDD00067356260.pdf,CDD000673562601677HF.pdf
2693.0,双成药业,2019-12-9,关注函,LSD00269351624.pdf,LSD002693516242817HF.pdf
2176.0,江特电机,2019-12-9,关注函,LSD00217651612.pdf,LSD002176516122828HF.pdf
2256.0,兆新股份,2019-12-6,关注函,LSD00225651610.pdf,LSD002256516102809HF.pdf
10.0,*ST美丽,2019-12-6,关注函,CDD00001056234.pdf,CDD000010562341683HF.pdf
2471.0,中超控股,2019-12-5,关注函,LSD00247151606.pdf,LSD002471516062814HF.pdf
505.0,京粮控股,2019-12-4,许可类重组问询函,CDD00050556223.pdf,CDD000505562231666HF.pdf
2509.0,天广中茂,2019-12-4,关注函,LSD00250951596.pdf,LSD002509515962807HF.pdf
2766.0,*ST索菱,2019-12-4,关注函,LSD00276651592.pdf,LSD002766515922827HF.pdf
2509.0,天广中茂,2019-12-3,关注函,LSD00250951577.pdf,LSD002509515772808HF.pdf
2256.0,兆新股份,2019-12-2,关注函,LSD00225651571.pdf,LSD002256515712804HF.pdf
2256.0,兆新股份,2019-12-2,关注函,LSD00225651556.pdf,LSD002256515562810HF.pdf
793.0,华闻集团,2019-11-29,关注函,CDD00079356200.pdf,CDD000793562001668HF.pdf
2611.0,东方精工,2019-11-29,非许可类重组问询函,LSD00261151549.pdf,LSD002611515492806HF.pdf
2684.0,*ST猛狮,2019-11-29,关注函,LSD00268451538.pdf,LSD002684515382816HF.pdf
2336.0,*ST人乐,2019-11-29,关注函,LSD00233651552.pdf,LSD002336515522805HF.pdf
2009.0,天奇股份,2019-11-28,关注函,LSD00200951539.pdf,LSD002009515392813HF.pdf
2833.0,弘亚数控,2019-11-27,关注函,LSD00283351525.pdf,LSD002833515252812HF.pdf
609.0,中迪投资,2019-11-27,关注函,CDD00060956157.pdf,CDD000609561571665HF.pdf
2367.0,康力电梯,2019-11-26,关注函,LSD00236751522.pdf,LSD002367515222811HF.pdf
2199.0,东晶电子,2019-11-26,问询函,LSD00219951508.pdf,LSD002199515082803HF.pdf
7.0,全新好,2019-11-26,关注函,CDD00000756162.pdf,CDD000007561621664HF.pdf
2011.0,盾安环境,2019-11-26,问询函,LSD00201151504.pdf,LSD002011515042802HF.pdf
2528.0,英飞拓,2019-11-25,关注函,LSD00252851481.pdf,LSD002528514812826HF.pdf
40.0,东旭蓝天,2019-11-22,问询函,CDD00004056152.pdf,CDD000040561521843HF.pdf
2638.0,勤上股份,2019-11-22,关注函,LSD00263851496.pdf,LSD002638514962800HF.pdf
2535.0,林州重机,2019-11-22,关注函,LSD00253551492.pdf,LSD002535514922798HF.pdf
2229.0,鸿博股份,2019-11-22,关注函,LSD00222951474.pdf,LSD002229514742801HF.pdf
2486.0,嘉麟杰,2019-11-20,问询函,LSD00248651480.pdf,LSD002486514802792HF.pdf
2005.0,*ST德豪,2019-11-20,关注函,LSD00200551475.pdf,LSD002005514752795HF.pdf
2069.0,獐子岛,2019-11-20,关注函,LSD00206951470.pdf,LSD002069514703057HF.pdf
662.0,天夏智慧,2019-11-20,关注函,CDD00066256143.pdf,CDD000662561431662HF.pdf
413.0,东旭光电,2019-11-19,问询函,CDD00041356134.pdf,CDD000413561341898HF.pdf
2638.0,勤上股份,2019-11-19,关注函,LSD00263851463.pdf,LSD002638514632790HF.pdf
2005.0,*ST德豪,2019-11-19,关注函,LSD00200551460.pdf,LSD002005514602791HF.pdf
2005.0,*ST德豪,2019-11-18,关注函,LSD00200551444.pdf,LSD002005514442796HF.pdf
629.0,攀钢钒钛,2019-11-18,非许可类重组问询函,CDD00062956121.pdf,CDD000629561211660HF.pdf
2586.0,ST围海,2019-11-18,关注函,LSD00258651447.pdf,LSD002586514472788HF.pdf
708.0,中信特钢,2019-11-18,非许可类重组问询函,CDD00070856113.pdf,CDD000708561131656HF.pdf
7.0,全新好,2019-11-18,关注函,CDD00000756126.pdf,CDD000007561261663HF.pdf
7.0,全新好,2019-11-15,关注函,CDD00000756110.pdf,CDD000007561101658HF.pdf
2893.0,华通热力,2019-11-15,非许可类重组问询函,LSD00289351179.pdf,LSD002893511792847HF.pdf
2173.0,创新医疗,2019-11-15,关注函,LSD00217351415.pdf,LSD002173514152787HF.pdf
2575.0,群兴玩具,2019-11-15,关注函,LSD00257551424.pdf,LSD002575514242786HF.pdf
2692.0,ST远程,2019-11-15,关注函,LSD00269251418.pdf,LSD002692514182797HF.pdf
2049.0,紫光国微,2019-11-14,许可类重组问询函,LSD00204951399.pdf,LSD002049513992793HF.pdf
2069.0,獐子岛,2019-11-14,关注函,LSD00206951417.pdf,LSD002069514173056HF.pdf
2586.0,ST围海,2019-11-14,问询函,LSD00258651401.pdf,LSD002586514012789HF.pdf
2169.0,智光电气,2019-11-12,关注函,LSD00216951377.pdf,LSD002169513772783HF.pdf
2072.0,*ST凯瑞,2019-11-12,关注函,LSD00207251380.pdf,
2069.0,獐子岛,2019-11-11,关注函,LSD00206951375.pdf,LSD002069513753055HF.pdf
2330.0,得利斯,2019-11-8,关注函,LSD00233051357.pdf,LSD002330513572799HF.pdf
2021.0,*ST中捷,2019-11-7,关注函,LSD00202151350.pdf,LSD002021513502776HF.pdf
803.0,金宇车城,2019-11-7,关注函,CDD00080356085.pdf,CDD000803560851877HF.pdf
691.0,亚太实业,2019-11-7,非许可类重组问询函,CDD00069156068.pdf,CDD000691560681655HF.pdf
939.0,*ST凯迪,2019-11-6,关注函,CDD00093955994.pdf,
504.0,*ST生物,2019-11-5,非许可类重组问询函,CDD00050456069.pdf,CDD000504560691652HF.pdf
409.0,ST地矿,2019-11-5,关注函,CDD00040956073.pdf,CDD000409560731649HF.pdf
2638.0,勤上股份,2019-11-5,关注函,LSD00263851304.pdf,LSD002638513042779HF.pdf
2072.0,*ST凯瑞,2019-11-1,关注函,LSD00207251275.pdf,LSD002072512752781HF.pdf
668.0,荣丰控股,2019-10-31,非许可类重组问询函,CDD00066856033.pdf,CDD000668560331647HF.pdf
587.0,金洲慈航,2019-10-31,关注函,CDD00058756036.pdf,CDD000587560361654HF.pdf
677.0,恒天海龙,2019-10-31,关注函,CDD00067756048.pdf,CDD000677560481657HF.pdf
168.0,*ST舜喆B,2019-10-30,关注函,CDD00016856035.pdf,CDD000168560351661HF.pdf
2509.0,天广中茂,2019-10-30,三季报问询函,LSD00250951262.pdf,
637.0,茂化实华,2019-10-30,关注函,CDD00063756043.pdf,
2662.0,京威股份,2019-10-30,问询函,LSD00266251256.pdf,LSD002662512562782HF.pdf
2488.0,金固股份,2019-10-29,关注函,LSD00248851240.pdf,LSD002488512402775HF.pdf
2089.0,*ST新海,2019-10-29,关注函,LSD00208951244.pdf,
2537.0,海联金汇,2019-10-29,问询函,LSD00253751238.pdf,LSD002537512382773HF.pdf
711.0,京蓝科技,2019-10-28,关注函,CDD00071156026.pdf,CDD000711560261646HF.pdf
2303.0,美盈森,2019-10-28,关注函,LSD00230351237.pdf,LSD002303512372768HF.pdf
2021.0,*ST中捷,2019-10-28,关注函,LSD00202151229.pdf,LSD002021512292772HF.pdf
2241.0,歌尔股份,2019-10-24,关注函,LSD00224151209.pdf,LSD002241512092762HF.pdf
2518.0,科士达,2019-10-24,关注函,LSD00251851204.pdf,LSD002518512042767HF.pdf
2076.0,雪 莱 特,2019-10-24,关注函,LSD00207651202.pdf,LSD002076512022771HF.pdf
2515.0,金字火腿,2019-10-23,关注函,LSD00251551194.pdf,LSD002515511942765HF.pdf
158.0,常山北明,2019-10-22,关注函,CDD00015855999.pdf,CDD000158559991669HF.pdf
2247.0,聚力文化,2019-10-21,关注函,LSD00224751167.pdf,LSD002247511672784HF.pdf
802.0,北京文化,2019-10-17,关注函,CDD00080255960.pdf,CDD000802559601667HF.pdf
7.0,全新好,2019-10-17,关注函,CDD00000755944.pdf,CDD000007559441643HF.pdf
2645.0,华宏科技,2019-10-17,许可类重组问询函,LSD00264551069.pdf,LSD002645510692770HF.pdf
927.0,一汽夏利,2019-10-17,非许可类重组问询函,CDD00092755917.pdf,CDD000927559171645HF.pdf
2656.0,摩登大道,2019-10-17,问询函,LSD00265651139.pdf,LSD002656511392760HF.pdf
2537.0,海联金汇,2019-10-16,半年报问询函,LSD00253751134.pdf,LSD002537511342785HF.pdf
2893.0,华通热力,2019-10-15,非许可类重组问询函,LSD00289351016.pdf,LSD002893510162778HF.pdf
2161.0,远 望 谷,2019-10-15,关注函,LSD00216151125.pdf,LSD002161511252751HF.pdf
2515.0,金字火腿,2019-10-15,关注函,LSD00251551131.pdf,LSD002515511312757HF.pdf
2069.0,獐子岛,2019-10-14,关注函,LSD00206951124.pdf,LSD002069511242755HF.pdf
2483.0,润邦股份,2019-10-14,半年报问询函,LSD00248351112.pdf,LSD002483511122774HF.pdf
2366.0,台海核电,2019-10-14,半年报问询函,LSD00236651109.pdf,LSD002366511092769HF.pdf
2031.0,巨轮智能,2019-10-14,半年报问询函,LSD00203151094.pdf,LSD002031510942761HF.pdf
2069.0,獐子岛,2019-10-14,关注函,LSD00206951098.pdf,LSD002069510982754HF.pdf
