,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
14,600519.SH,20230209,1778,1829.75,1775.01,1818,1784,34,1.9058,29753.66,5401399.088
13,600519.SH,20230210,1810.1,1818.49,1801.05,1810,1818,-8,-0.44,17984.51,3253859.317
12,600519.SH,20230213,1810,1874.5,1810,1856.35,1810,46.35,2.5608,38146.7,7058382.498
11,600519.SH,20230214,1856.46,1857.4,1835,1843.79,1856.35,-12.56,-0.6766,19565.76,3601769.574
10,600519.SH,20230215,1843.78,1855.3,1835.81,1841,1843.79,-2.79,-0.1513,18176.91,3351422.211
9,600519.SH,20230216,1841.34,1887,1828,1861.82,1841,20.82,1.1309,33245.95,6196915.13
8,600519.SH,20230217,1850.16,1873,1820.05,1820.78,1861.82,-41.04,-2.2043,26442.83,4880328.952
7,600519.SH,20230220,1821,1878.8,1817.2,1875,1820.78,54.22,2.9778,29668.69,5488800.056
6,600519.SH,20230221,1874,1874,1851,1867,1875,-8,-0.4267,18750.52,3491633.51
5,600519.SH,20230222,1855.01,1863.9,1831.8,1836,1867,-31,-1.6604,21869.16,4031016.045
4,600519.SH,20230223,1840,1848.8,1805.25,1818,1836,-18,-0.9804,21880.97,3983991.208
3,600519.SH,20230224,1810.11,1810.19,1782.18,1788,1818,-30,-1.6502,24634.61,4415621.498
2,600519.SH,20230227,1778.5,1815,1775.02,1810.41,1788,22.41,1.2534,22064.89,3978128.676
1,600519.SH,20230228,1819,1822.01,1783.3,1813.74,1810.41,3.33,0.1839,23951.81,4314877.096
0,600519.SH,20230301,1813,1848,1803.23,1838.53,1813.74,24.79,1.3668,24458.1,4475592.195
